time,price
1531094400,6706.79
1531180800,6373.75
1531267200,6350.0
1531353600,6174.76
1531440000,6174.99
1531526400,6267.99
1531612800,6362.99
1531699200,6675.01
1531785600,7295.13
1531872000,7400.0
1531958400,7448.08
1532044800,7344.97
1532131200,7424.99
1532217600,7520.01
1532304000,7744.19
1532390400,8266.41
1532476800,8163.45
1532563200,8262.23
1532649600,8208.76
1532736000,8192.48
1532822400,8212.0
1532908800,8111.99
1532995200,7751.32
1533081600,7560.4
1533168000,7537.99
1533254400,7377.98
1533340800,6991.01
1533427200,7013.18
1533513600,6938.84
1533600000,6999.8
1533686400,6338.49
1533772800,6471.6
1533859200,6407.89
1533945600,6393.13
1534032000,6321.56
1534118400,6237.06
1534204800,6090.64
1534291200,6378.44
1534377600,6405.9
1534464000,6501.77
1534550400,6366.64
1534636800,6380.99
1534723200,6446.67
1534809600,6433.79
1534896000,6435.0
1534982400,6419.7
1535068800,6619.99
1535155200,6710.33
1535241600,6707.48
1535328000,6737.72
1535414400,7092.46
1535500800,7005.71
1535587200,6813.84
1535673600,7041.0
1535760000,7253.13
1535846400,7308.02
1535932800,7306.08
1536019200,7348.48
1536105600,6902.55
1536192000,6455.31
1536278400,6417.53
1536364800,6180.0
1536451200,6381.99
1536537600,6288.5
1536624000,6255.88
1536710400,6308.92
1536796800,6450.11
1536883200,6540.21
1536969600,6537.41
1537056000,6504.99
1537142400,6266.23
1537228800,6300.5
1537315200,6410.0
1537401600,6418.59
1537488000,6753.09
1537574400,6716.98
1537660800,6685.75
1537747200,6619.31
1537833600,6360.38
1537920000,6487.56
1538006400,6651.99
1538092800,6670.0
1538179200,6565.24
1538265600,6575.99
1538352000,6551.96
1538438400,6530.49
1538524800,6433.6
1538611200,6565.92
1538697600,6538.29
1538784000,6547.07
1538870400,6531.86
1538956800,6630.54
1539043200,6585.04
1539129600,6537.61
1539216000,6197.67
1539302400,6215.73
1539388800,6202.39
1539475200,6243.58
1539561600,6390.0
1539648000,6436.87
1539734400,6431.78
1539820800,6399.93
1539907200,6386.45
1539993600,6399.17
1540080000,6438.89
1540166400,6389.73
1540252800,6406.87
1540339200,6421.33
1540425600,6410.0
1540512000,6403.78
1540598400,6402.0
1540684800,6390.95
1540771200,6245.03
1540857600,6259.01
1540944000,6305.0
1541030400,6320.6
1541116800,6355.74
1541203200,6332.58
1541289600,6440.0
1541376000,6372.3
1541462400,6423.41
1541548800,6512.43
1541635200,6413.88
1541721600,6330.58
1541808000,6352.18
1541894400,6318.47
1541980800,6318.96
1542067200,6261.87
1542153600,5559.1
1542240000,5510.76
1542326400,5536.54
1542412800,5487.14
1542499200,5568.6
1542585600,4945.43
1542672000,4545.13
1542758400,4428.14
1542844800,4433.0
1542931200,4226.32
1543017600,4209.18
1543104000,3694.66
1543190400,3813.65
1543276800,3725.55
